speaker|session|mic|prompt_id|has_spect|spect_width|spect_height|prompt
F01|Session1|wav_headMic|0065|yes|37|513|fee
F01|Session1|wav_headMic|0066|yes|67|513|weed
F01|Session1|wav_headMic|0067|no|None|None|[relax your mouth in its normal position]
F01|Session1|wav_headMic|0068|no|None|None|[relax your mouth in its normal position]
F01|Session1|wav_headMic|0069|yes|45|513|bat
F01|Session1|wav_headMic|0070|yes|48|513|horn
F01|Session1|wav_headMic|0071|yes|52|513|jagged
F01|Session1|wav_headMic|0072|yes|48|513|sheet
F01|Session1|wav_headMic|0073|yes|37|513|chair
F01|Session1|wav_headMic|0074|yes|40|513|bubble
F01|Session1|wav_headMic|0075|yes|43|513|warm
F01|Session1|wav_headMic|0076|yes|42|513|ship
F01|Session1|wav_headMic|0077|yes|225|513|input/images/kitchen.jpg
F01|Session1|wav_headMic|0078|yes|150|513|input/images/kitchen.jpg
F01|Session1|wav_headMic|0079|yes|39|513|air
F01|Session1|wav_headMic|0080|yes|59|513|hair
F01|Session1|wav_headMic|0081|yes|33|513|share
F01|Session1|wav_headMic|0082|yes|32|513|rate
F01|Session1|wav_headMic|0083|yes|56|513|goat
F01|Session1|wav_headMic|0084|yes|62|513|trace
F01|Session1|wav_headMic|0085|yes|50|513|sip
F01|Session1|wav_headMic|0086|yes|43|513|go
F01|Session1|wav_headMic|0087|yes|50|513|alpha
F01|Session1|wav_headMic|0088|yes|45|513|left
F01|Session1|wav_headMic|0089|yes|50|513|sticks
F01|Session1|wav_headMic|0090|yes|64|513|trouble
F01|Session1|wav_headMic|0091|yes|68|513|dagger
F01|Session1|wav_headMic|0092|yes|37|513|read [as in I can read]
F01|Session1|wav_headMic|0093|yes|130|513|A long, flowing beard clings to his chin,
F01|Session1|wav_headMic|0094|yes|41|513|slip
F01|Session1|wav_headMic|0095|yes|45|513|glow
F01|Session1|wav_headMic|0096|yes|184|513|[say Ah for 5 seconds]
F01|Session1|wav_headMic|0097|yes|47|513|trade
F01|Session1|wav_headMic|0098|yes|41|513|range
F01|Session1|wav_headMic|0099|yes|32|513|stubble
F01|Session1|wav_headMic|0100|yes|62|513|floor
F01|Session1|wav_headMic|0101|yes|56|513|bug
F01|Session1|wav_headMic|0102|yes|30|513|bug
F01|Session1|wav_headMic|0103|yes|38|513|lead [as in I will lead you]
F01|Session1|wav_headMic|0104|yes|138|513|yet he still thinks as swiftly as ever.
F01|Session1|wav_headMic|0105|yes|151|513|yet he still thinks as swiftly as ever.
F01|Session1|wav_headMic|0106|yes|179|513|yet he still thinks as swiftly as ever.
F01|Session1|wav_headMic|0107|yes|45|513|read [as in I can read]
F01|Session1|wav_headMic|0108|yes|66|513|jacket
F01|Session1|wav_headMic|0109|yes|52|513|born
F01|Session1|wav_headMic|0110|yes|44|513|warm
F01|Session1|wav_headMic|0111|yes|52|513|corn
F01|Session1|wav_headMic|0112|yes|52|513|right
F01|Session1|wav_headMic|0113|yes|58|513|knew
F01|Session1|wav_headMic|0114|yes|160|513|Well, he is nearly ninety three years old
F01|Session1|wav_headMic|0115|yes|66|513|feed
F01|Session1|wav_headMic|0116|yes|307|513|Twice each day he plays skillfully and with zest upon our small organ.
F01|Session1|wav_headMic|0117|yes|58|513|feed
F01|Session1|wav_headMic|0118|yes|56|513|knew
F01|Session1|wav_headMic|0119|yes|58|513|rain
F01|Session1|wav_headMic|0120|yes|110|513|[say Ah for 5 seconds]
F01|Session1|wav_headMic|0121|yes|58|513|park
F01|Session1|wav_headMic|0122|yes|59|513|tip
F01|Session1|wav_headMic|0123|yes|53|513|down
F01|Session1|wav_headMic|0124|yes|73|513|gadget
F01|Session1|wav_headMic|0125|yes|73|513|store
F01|Session1|wav_headMic|0126|yes|196|513|he dresses himself in an ancient black frock coat,
F01|Session1|wav_headMic|0127|yes|132|513|input/images/story_starters_15.jpg
F01|Session1|wav_headMic|0128|yes|72|513|storm
F01|Session1|wav_headMic|0129|yes|30|513|storm
F01|Session1|wav_headMic|0130|yes|180|513|Grandfather likes to be modern in his language.
F01|Session1|wav_headMic|0131|yes|52|513|torn
F01|Session1|wav_headMic|0132|yes|287|513|When he speaks, his voice is just a bit cracked and quivers a trifle.
F01|Session1|wav_headMic|0133|yes|39|513|trait
F01|Session1|wav_headMic|0134|yes|62|513|yes
F01|Session1|wav_arrayMic|0001|yes|291|513|[say Ah-P-Eee repeatedly]
F01|Session1|wav_arrayMic|0002|yes|263|513|[say Ah-P-Eee repeatedly]
F01|Session1|wav_arrayMic|0003|yes|202|513|[say Pah-Tah-Kah repeatedly]
F01|Session1|wav_arrayMic|0004|yes|272|513|[say Eee-P-Ah repeatedly]
F01|Session1|wav_arrayMic|0005|yes|146|513|[relax your mouth in its normal position]
F01|Session1|wav_arrayMic|0006|yes|57|513|stick
F01|Session1|wav_arrayMic|0007|yes|66|513|tear [as in tear up that paper]
F01|Session1|wav_arrayMic|0008|yes|324|513|Except in the winter when the ooze or snow or ice prevents,
F01|Session1|wav_arrayMic|0009|yes|61|513|pat
F01|Session1|wav_arrayMic|0010|yes|61|513|up
F01|Session1|wav_arrayMic|0011|yes|24|513|meat
F01|Session1|wav_arrayMic|0012|yes|61|513|meat
F01|Session1|wav_arrayMic|0013|yes|52|513|know
F01|Session1|wav_arrayMic|0014|yes|216|513|he slowly takes a short walk in the open air each day.
F01|Session1|wav_arrayMic|0015|yes|57|513|air
F01|Session1|wav_arrayMic|0016|yes|61|513|swarm
F01|Session1|wav_arrayMic|0017|yes|52|513|double
F01|Session1|wav_arrayMic|0018|yes|43|513|no
F01|Session1|wav_arrayMic|0019|yes|61|513|storm
F01|Session1|wav_arrayMic|0020|yes|132|513|Usually minus several buttons.
F01|Session1|wav_arrayMic|0021|yes|90|513|dug
F01|Session1|wav_arrayMic|0022|yes|183|513|You wished to know all about my grandfather.
F01|Session1|wav_arrayMic|0023|yes|85|513|[say OA as in cOAt in a very low pitch]
F01|Session1|wav_arrayMic|0024|yes|75|513|knee
F01|Session1|wav_arrayMic|0025|yes|52|513|feet
F01|Session1|wav_arrayMic|0026|yes|57|513|train
F01|Session1|wav_arrayMic|0027|yes|169|513|but he always answers, Banana oil!
F01|Session1|wav_arrayMic|0028|yes|141|513|but he always answers, Banana oil!
F01|Session1|wav_arrayMic|0029|yes|57|513|beat
F01|Session1|wav_arrayMic|0030|yes|165|513|The quick brown fox jumps over the lazy dog.
F01|Session1|wav_arrayMic|0031|yes|155|513|The quick brown fox jumps over the lazy dog.
F01|Session1|wav_arrayMic|0032|yes|249|513|She had your dark suit in greasy wash water all year.
F01|Session1|wav_arrayMic|0033|yes|57|513|car
F01|Session1|wav_arrayMic|0034|yes|61|513|feet
F01|Session1|wav_arrayMic|0035|yes|394|513|giving those who observe him a pronounced feeling of the utmost respect.
F01|Session1|wav_arrayMic|0036|yes|235|513|We have often urged him to walk more and smoke less,
F01|Session1|wav_arrayMic|0037|yes|104|513|rake
F01|Session1|wav_arrayMic|0038|yes|57|513|[say Eee in a very high pitch]
F01|Session1|wav_arrayMic|0039|yes|66|513|swore
F01|Session1|wav_arrayMic|0040|yes|29|513|rave
F01|Session1|wav_arrayMic|0041|yes|52|513|rave
F01|Session1|wav_arrayMic|0042|yes|66|513|for
F01|Session1|wav_arrayMic|0043|yes|47|513|sip
F01|Session1|wav_arrayMic|0044|yes|57|513|grow
F01|Session1|wav_arrayMic|0045|yes|47|513|bit
F01|Session1|wav_arrayMic|0046|yes|57|513|chair
F01|Session1|wav_arrayMic|0047|yes|47|513|one
F01|Session1|wav_arrayMic|0048|yes|43|513|fair
F01|Session1|wav_arrayMic|0049|yes|33|513|two
F01|Session1|wav_arrayMic|0050|yes|47|513|beta
F01|Session1|wav_arrayMic|0051|yes|33|513|rage
F01|Session1|wav_arrayMic|0052|yes|47|513|spark
F01|Session1|wav_arrayMic|0053|yes|43|513|swarm
F01|Session1|wav_arrayMic|0054|yes|33|513|beat
F01|Session1|wav_arrayMic|0055|yes|174|513|None
F01|Session1|wav_arrayMic|0056|yes|136|513|None
F01|Session1|wav_arrayMic|0057|yes|61|513|race
F01|Session1|wav_arrayMic|0058|yes|29|513|the
F01|Session1|wav_arrayMic|0059|yes|43|513|the
F01|Session1|wav_arrayMic|0060|yes|52|513|form
F01|Session1|wav_arrayMic|0061|yes|43|513|dark
F01|Session1|wav_arrayMic|0062|yes|38|513|sip
F01|Session1|wav_arrayMic|0063|yes|43|513|farm
F01|Session1|wav_arrayMic|0064|yes|33|513|raid
F01|Session1|wav_arrayMic|0065|yes|43|513|fee
F01|Session1|wav_arrayMic|0066|yes|43|513|weed
F01|Session1|wav_arrayMic|0067|yes|104|513|[relax your mouth in its normal position]
F01|Session1|wav_arrayMic|0068|yes|136|513|[relax your mouth in its normal position]
F01|Session1|wav_arrayMic|0069|yes|61|513|bat
F01|Session1|wav_arrayMic|0070|yes|47|513|horn
F01|Session1|wav_arrayMic|0071|yes|52|513|jagged
F01|Session1|wav_arrayMic|0072|yes|52|513|sheet
F01|Session1|wav_arrayMic|0073|yes|52|513|chair
F01|Session1|wav_arrayMic|0074|yes|52|513|bubble
F01|Session1|wav_arrayMic|0075|yes|57|513|warm
F01|Session1|wav_arrayMic|0076|yes|43|513|ship
F01|Session1|wav_arrayMic|0077|yes|202|513|input/images/kitchen.jpg
F01|Session1|wav_arrayMic|0078|yes|141|513|input/images/kitchen.jpg
F01|Session1|wav_arrayMic|0079|yes|61|513|air
F01|Session1|wav_arrayMic|0080|yes|33|513|hair
F01|Session1|wav_arrayMic|0081|yes|38|513|share
F01|Session1|wav_arrayMic|0082|yes|66|513|rate
F01|Session1|wav_arrayMic|0083|yes|57|513|goat
F01|Session1|wav_arrayMic|0084|yes|57|513|trace
F01|Session1|wav_arrayMic|0085|yes|47|513|sip
F01|Session1|wav_arrayMic|0086|yes|47|513|go
F01|Session1|wav_arrayMic|0087|yes|52|513|alpha
F01|Session1|wav_arrayMic|0088|yes|47|513|left
F01|Session1|wav_arrayMic|0089|yes|61|513|sticks
F01|Session1|wav_arrayMic|0090|yes|66|513|trouble
F01|Session1|wav_arrayMic|0091|yes|57|513|dagger
F01|Session1|wav_arrayMic|0092|yes|66|513|read [as in I can read]
F01|Session1|wav_arrayMic|0093|yes|146|513|A long, flowing beard clings to his chin,
F01|Session1|wav_arrayMic|0094|yes|52|513|slip
F01|Session1|wav_arrayMic|0095|yes|47|513|glow
F01|Session1|wav_arrayMic|0096|yes|202|513|[say Ah for 5 seconds]
F01|Session1|wav_arrayMic|0097|yes|57|513|trade
F01|Session1|wav_arrayMic|0098|yes|75|513|range
F01|Session1|wav_arrayMic|0099|yes|71|513|stubble
F01|Session1|wav_arrayMic|0100|yes|47|513|floor
F01|Session1|wav_arrayMic|0101|yes|29|513|bug
F01|Session1|wav_arrayMic|0102|yes|71|513|bug
F01|Session1|wav_arrayMic|0103|yes|47|513|lead [as in I will lead you]
F01|Session1|wav_arrayMic|0104|yes|202|513|yet he still thinks as swiftly as ever.
F01|Session1|wav_arrayMic|0105|yes|146|513|yet he still thinks as swiftly as ever.
F01|Session1|wav_arrayMic|0106|yes|165|513|yet he still thinks as swiftly as ever.
F01|Session1|wav_arrayMic|0107|yes|57|513|read [as in I can read]
F01|Session1|wav_arrayMic|0108|yes|66|513|jacket
F01|Session1|wav_arrayMic|0109|yes|47|513|born
F01|Session1|wav_arrayMic|0110|yes|52|513|warm
F01|Session1|wav_arrayMic|0111|yes|47|513|corn
F01|Session1|wav_arrayMic|0112|yes|52|513|right
F01|Session1|wav_arrayMic|0113|yes|52|513|knew
F01|Session1|wav_arrayMic|0114|yes|174|513|Well, he is nearly ninety three years old
F01|Session1|wav_arrayMic|0115|yes|47|513|feed
F01|Session1|wav_arrayMic|0116|yes|305|513|Twice each day he plays skillfully and with zest upon our small organ.
F01|Session1|wav_arrayMic|0117|yes|29|513|feed
F01|Session1|wav_arrayMic|0118|yes|43|513|knew
F01|Session1|wav_arrayMic|0119|yes|52|513|rain
F01|Session1|wav_arrayMic|0120|yes|169|513|[say Ah for 5 seconds]
F01|Session1|wav_arrayMic|0121|yes|47|513|park
F01|Session1|wav_arrayMic|0122|yes|61|513|tip
F01|Session1|wav_arrayMic|0123|yes|66|513|down
F01|Session1|wav_arrayMic|0124|yes|52|513|gadget
F01|Session1|wav_arrayMic|0125|yes|52|513|store
F01|Session1|wav_arrayMic|0126|yes|193|513|he dresses himself in an ancient black frock coat,
F01|Session1|wav_arrayMic|0127|yes|150|513|input/images/story_starters_15.jpg
F01|Session1|wav_arrayMic|0128|yes|24|513|storm
F01|Session1|wav_arrayMic|0129|yes|61|513|storm
F01|Session1|wav_arrayMic|0130|yes|141|513|Grandfather likes to be modern in his language.
F01|Session1|wav_arrayMic|0131|yes|33|513|torn
F01|Session1|wav_arrayMic|0132|yes|324|513|When he speaks, his voice is just a bit cracked and quivers a trifle.
F01|Session1|wav_arrayMic|0133|yes|47|513|trait
F01|Session1|wav_arrayMic|0134|yes|43|513|yes
F03|Session1|wav_headMic|0001|yes|377|513|[say Ah-P-Eee repeatedly]
F03|Session1|wav_headMic|0002|yes|189|513|[say Eee-P-Ah repeatedly]
F03|Session1|wav_headMic|0003|yes|262|513|[relax your mouth in its normal position]
F03|Session1|wav_headMic|0004|yes|350|513|[say Pah-Tah-Kah repeatedly]
F03|Session1|wav_headMic|0005|yes|36|513|beta
F03|Session1|wav_headMic|0006|yes|39|513|stubble
F03|Session1|wav_headMic|0007|yes|29|513|stubble
F03|Session1|wav_headMic|0008|yes|43|513|trace
F03|Session1|wav_headMic|0009|yes|39|513|goat
F03|Session1|wav_headMic|0010|yes|47|513|form
F03|Session1|wav_headMic|0011|yes|180|513|She had your dark suit in greasy wash water all year.
F03|Session1|wav_headMic|0012|yes|113|513|Well, he is nearly ninety-three years old.
F03|Session1|wav_headMic|0013|yes|37|513|knew
F03|Session1|wav_headMic|0014|yes|77|513|sip
F03|Session1|wav_headMic|0015|yes|64|513|alpha
F03|Session1|wav_headMic|0016|yes|86|513|swarm
F03|Session1|wav_headMic|0017|yes|58|513|jacket
F03|Session1|wav_headMic|0018|yes|60|513|rate
F03|Session1|wav_headMic|0019|yes|154|513|[say Ah for 5 seconds]
F03|Session1|wav_headMic|0020|yes|63|513|tear [as in tear up that paper]
F03|Session1|wav_headMic|0021|yes|60|513|trade
F03|Session1|wav_headMic|0022|yes|61|513|for
F03|Session1|wav_headMic|0023|yes|302|513|input/images/kitchen.jpg
F03|Session1|wav_headMic|0024|yes|312|513|Twice each day he plays skillfully and with zest upon our little organ.
F03|Session1|wav_headMic|0025|yes|318|513|Twice each day he plays skillfully and with zest upon our small organ.
F03|Session1|wav_headMic|0026|yes|53|513|grow
F03|Session1|wav_headMic|0027|yes|32|513|know
F03|Session1|wav_headMic|0028|yes|279|513|We have often urged him to walk more and smoke less,
F03|Session1|wav_headMic|0029|yes|218|513|[say Ah for 5 seconds]
F03|Session1|wav_headMic|0030|yes|259|513|Except in the winter when the ozone or snow or ice prevents.
F03|Session1|wav_headMic|0031|yes|254|513|Except in the winter when the ooze or snow or ice prevents,
F03|Session1|wav_headMic|0032|yes|90|513|fair
F03|Session1|wav_headMic|0033|yes|85|513|weed
F03|Session1|wav_headMic|0034|yes|77|513|spark
F03|Session1|wav_headMic|0035|yes|87|513|read [as in I can read]
F03|Session1|wav_headMic|0036|yes|111|513|hair
F03|Session1|wav_headMic|0037|yes|177|513|A long, flowing beard clings to his chin,
F03|Session1|wav_headMic|0038|yes|57|513|air
F03|Session1|wav_headMic|0039|yes|74|513|chair
F03|Session1|wav_headMic|0040|yes|80|513|sip
F03|Session1|wav_headMic|0041|yes|76|513|two
F03|Session1|wav_headMic|0042|yes|60|513|lead [as in I will lead you]
F03|Session1|wav_headMic|0043|yes|66|513|right
F03|Session1|wav_headMic|0044|yes|57|513|sheet
F03|Session1|wav_headMic|0045|yes|77|513|ship
F03|Session1|wav_headMic|0046|yes|77|513|bag
F03|Session1|wav_headMic|0047|yes|89|513|bug
F03|Session1|wav_headMic|0048|yes|66|513|park
F03|Session1|wav_headMic|0049|yes|48|513|yes
F03|Session1|wav_headMic|0050|yes|56|513|feet
F03|Session1|wav_headMic|0051|yes|79|513|rage
F03|Session1|wav_headMic|0052|yes|85|513|feed
F03|Session1|wav_headMic|0053|yes|137|513|You wished to know all about my grandfather.
F03|Session1|wav_headMic|0054|yes|34|513|bat
F03|Session1|wav_headMic|0055|yes|126|513|Grandfather likes to be modern in his language.
F03|Session1|wav_headMic|0056|yes|66|513|stick
F03|Session1|wav_headMic|0057|yes|58|513|train
F03|Session1|wav_headMic|0058|yes|38|513|horn
F03|Session1|wav_headMic|0059|yes|56|513|rake
F03|Session1|wav_headMic|0060|yes|38|513|floor
F03|Session1|wav_headMic|0061|yes|28|513|dagger
F03|Session1|wav_headMic|0062|yes|64|513|rain
F03|Session1|wav_headMic|0063|yes|57|513|gadget
F03|Session1|wav_headMic|0064|yes|35|513|one
F03|Session1|wav_headMic|0065|yes|59|513|rave
F03|Session1|wav_headMic|0066|yes|36|513|bubble
F03|Session1|wav_headMic|0067|yes|28|513|gnaw
F03|Session1|wav_headMic|0068|yes|46|513|range
F03|Session1|wav_headMic|0069|yes|41|513|down
F03|Session1|wav_headMic|0070|yes|338|513|giving those who observe him a pronounced feeling of the utmost respect.
F03|Session1|wav_headMic|0071|yes|42|513|trait
F03|Session1|wav_headMic|0072|yes|232|513|he slowly takes a short walk in the open air each day.
F03|Session1|wav_headMic|0073|yes|41|513|knee
F03|Session1|wav_headMic|0074|yes|32|513|dark
F03|Session1|wav_headMic|0075|yes|184|513|he dresses himself in an ancient black frock coat,
F03|Session1|wav_headMic|0076|yes|35|513|born
F03|Session1|wav_headMic|0077|yes|31|513|go
F03|Session1|wav_headMic|0078|yes|28|513|bit
F03|Session1|wav_headMic|0079|yes|24|513|race
F03|Session1|wav_headMic|0080|yes|28|513|store
F03|Session1|wav_headMic|0081|yes|37|513|torn
F03|Session1|wav_headMic|0082|yes|28|513|share
F03|Session1|wav_headMic|0083|yes|28|513|corn
F03|Session1|wav_headMic|0084|yes|40|513|double
F03|Session1|wav_headMic|0085|yes|45|513|trouble
F03|Session1|wav_headMic|0086|yes|29|513|sticks
F03|Session1|wav_headMic|0087|yes|52|513|storm
F03|Session1|wav_headMic|0088|yes|545|513|input/images/story_starters_15.jpg
F03|Session1|wav_headMic|0089|yes|34|513|read [as in I can read]
F03|Session1|wav_headMic|0090|yes|41|513|jagged
F03|Session1|wav_headMic|0091|yes|24|513|tip
F03|Session1|wav_headMic|0092|yes|50|513|swore
F03|Session1|wav_headMic|0093|yes|34|513|car
F03|Session1|wav_headMic|0094|yes|21|513|feet
F03|Session1|wav_headMic|0095|yes|201|513|When he speaks, his voice is just a bit cracked and quivers a trifle.
F03|Session1|wav_headMic|0096|yes|116|513|Don't ask me to carry an oily rag like that.
F03|Session1|wav_headMic|0097|yes|30|513|pat
F03|Session1|wav_headMic|0098|yes|30|513|raid
F03|Session1|wav_headMic|0099|yes|20|513|slip
F03|Session1|wav_headMic|0100|yes|93|513|[relax your mouth in its normal position]
F03|Session1|wav_headMic|0101|yes|147|513|[relax your mouth in its normal position]
F03|Session1|wav_headMic|0102|yes|18|513|the
F03|Session1|wav_headMic|0103|yes|137|513|[say Eee in a very high pitch]
F03|Session1|wav_headMic|0104|yes|27|513|beat
F03|Session1|wav_headMic|0105|yes|34|513|swarm
F03|Session1|wav_headMic|0106|yes|21|513|beat
F03|Session1|wav_headMic|0107|yes|107|513|The quick brown fox jumps over the lazy dog.
F03|Session1|wav_headMic|0108|yes|38|513|air
F03|Session1|wav_headMic|0109|yes|37|513|farm
F03|Session1|wav_headMic|0110|yes|19|513|up
F03|Session1|wav_headMic|0111|yes|46|513|warm
F03|Session1|wav_headMic|0112|yes|35|513|left
F03|Session1|wav_headMic|0113|yes|48|513|sip
F03|Session1|wav_headMic|0114|yes|40|513|knew
F03|Session1|wav_headMic|0115|yes|116|513|yet he still thinks as swiftly as ever.
F03|Session1|wav_headMic|0116|yes|90|513|Usually minus several buttons
F03|Session1|wav_headMic|0117|yes|38|513|chair
F03|Session1|wav_headMic|0118|yes|6058|513|no
F03|Session1|wav_headMic|0119|yes|36|513|warm
F03|Session1|wav_headMic|0120|yes|32|513|meat
F03|Session1|wav_headMic|0121|yes|102|513|but he always answers, Banana oil!
F03|Session1|wav_headMic|0122|yes|104|513|[say OA as in cOAt in a very low pitch]
F03|Session1|wav_headMic|0123|yes|76|513|[say OA as in cOAt in a very low pitch]
F03|Session1|wav_headMic|0124|yes|40|513|feed
F03|Session1|wav_headMic|0125|yes|32|513|fee
F03|Session1|wav_headMic|0126|yes|41|513|dug
F03|Session1|wav_headMic|0127|yes|41|513|storm
F03|Session1|wav_headMic|0128|yes|38|513|select
F03|Session1|wav_headMic|0129|yes|35|513|bad
F03|Session1|wav_headMic|0130|yes|48|513|gnaw
F03|Session1|wav_headMic|0131|yes|31|513|pat
F03|Session1|wav_headMic|0132|yes|37|513|pile
F03|Session1|wav_headMic|0133|yes|36|513|bad
F03|Session1|wav_headMic|0134|yes|35|513|shear
F03|Session1|wav_headMic|0135|yes|96|513|I looked up and noticed two old men.
F03|Session1|wav_headMic|0136|yes|21|513|of
F03|Session1|wav_headMic|0137|yes|30|513|suit
F03|Session1|wav_headMic|0138|yes|35|513|we're
F03|Session1|wav_headMic|0139|yes|48|513|back
F03|Session1|wav_headMic|0140|yes|30|513|steer
F03|Session1|wav_headMic|0141|yes|119|513|Jane may earn more money by working hard.
F03|Session1|wav_headMic|0142|yes|72|513|Just one side got wet.
F03|Session1|wav_headMic|0143|yes|29|513|ate
F03|Session1|wav_headMic|0144|yes|100|513|I scrubbed the floors thoroughly.
F03|Session1|wav_headMic|0145|yes|23|513|fruit
F03|Session1|wav_headMic|0146|yes|26|513|sigh
F03|Session1|wav_headMic|0147|yes|18|513|troop
F03|Session1|wav_headMic|0148|yes|125|513|Nothing is as offensive as innocence.
F03|Session1|wav_headMic|0149|yes|140|513|[relax your mouth in its normal position]
F03|Session1|wav_headMic|0150|yes|97|513|The train approached the depot slowly.
F03|Session1|wav_headMic|0151|yes|43|513|light
F03|Session1|wav_headMic|0152|yes|74|513|This was easy for us.
F03|Session1|wav_headMic|0153|yes|35|513|wish
F03|Session1|wav_headMic|0154|yes|40|513|shoot
F03|Session1|wav_headMic|0155|yes|39|513|prior
F03|Session1|wav_headMic|0156|yes|38|513|witch
F03|Session1|wav_headMic|0157|yes|80|513|I feel I can play this weekend.
F03|Session1|wav_headMic|0158|yes|30|513|lip
F03|Session1|wav_headMic|0159|yes|36|513|bear
F03|Session1|wav_headMic|0160|yes|29|513|coupe
F03|Session1|wav_headMic|0161|yes|35|513|mut
F03|Session1|wav_headMic|0162|yes|23|513|fate
F03|Session1|wav_headMic|0163|yes|29|513|tear [as in tear in my eye]
F03|Session1|wav_headMic|0164|yes|29|513|sigh
F03|Session1|wav_headMic|0165|yes|40|513|yes
F03|Session1|wav_headMic|0166|yes|29|513|boot
F03|Session1|wav_headMic|0167|yes|87|513|She is thinner than I am.
F03|Session1|wav_headMic|0168|yes|71|513|Their house is grey and white.
F03|Session1|wav_headMic|0169|yes|21|513|toot
F03|Session1|wav_headMic|0170|yes|125|513|All the big baseball players get traded.
F03|Session1|wav_headMic|0171|yes|36|513|write
F03|Session1|wav_headMic|0172|yes|47|513|mere
F03|Session1|wav_headMic|0173|yes|23|513|whoop
F03|Session1|wav_headMic|0174|yes|138|513|Why yell or worry over silly items?
F03|Session1|wav_headMic|0175|yes|91|513|You're used to being on the field.
F03|Session1|wav_headMic|0176|yes|29|513|dot
F03|Session1|wav_headMic|0177|yes|50|513|error
F03|Session1|wav_headMic|0178|yes|36|513|tile
